epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.1674141138792038,0.0010000000474974513,2.1927926540374756,0.21421107649803162,1.9284223318099976
1,0.2201419472694397,0.0010000000474974513,1.9334439039230347,0.16823406517505646,1.934277057647705
2,0.2611137628555298,0.0010000000474974513,1.8023444414138794,0.28387320041656494,1.8408091068267822
3,0.3212435245513916,0.0010000000474974513,1.7122386693954468,0.21595263481140137,2.329416275024414
4,0.3647407293319702,0.0010000000474974513,1.6334789991378784,0.3180076479911804,1.959394097328186
5,0.38250532746315,0.0010000000474974513,1.5783536434173584,0.37547892332077026,1.6869961023330688
6,0.39974746108055115,0.0010000000474974513,1.5220052003860474,0.3960292637348175,1.562441110610962
7,0.41947141289711,0.0010000000474974513,1.473313808441162,0.3559735417366028,1.7017565965652466
8,0.4317934513092041,0.0010000000474974513,1.4441920518875122,0.4179728329181671,1.5524883270263672
9,0.44790351390838623,0.0010000000474974513,1.4111055135726929,0.36050155758857727,1.6817666292190552
10,0.45225757360458374,0.0010000000474974513,1.3850892782211304,0.48728665709495544,1.3632677793502808
11,0.46571168303489685,0.0010000000474974513,1.3476217985153198,0.4364332854747772,1.4730390310287476
12,0.4684547483921051,0.0010000000474974513,1.3399075269699097,0.4966910481452942,1.3423986434936523
13,0.4801236689090729,0.0010000000474974513,1.2996273040771484,0.32427725195884705,1.9663524627685547
14,0.4826054871082306,0.0010000000474974513,1.2878845930099487,0.4663880169391632,1.400648832321167
15,0.48913657665252686,0.0010000000474974513,1.2649948596954346,0.3824451267719269,1.6849721670150757
16,0.4910959303379059,0.0010000000474974513,1.2486876249313354,0.43573668599128723,1.429486632347107
17,0.4873514175415039,0.0010000000474974513,1.2652798891067505,0.47648903727531433,1.3561040163040161
18,0.49383899569511414,0.0010000000474974513,1.23745596408844,0.4956461191177368,1.319045901298523
19,0.49993470311164856,0.0010000000474974513,1.2194874286651611,0.4399164021015167,1.5615767240524292
20,0.5044193863868713,0.0010000000474974513,1.2180324792861938,0.4918147027492523,1.3205114603042603
21,0.5113859176635742,0.0010000000474974513,1.1759827136993408,0.5158481597900391,1.2984371185302734
22,0.5176993012428284,0.0010000000474974513,1.167057991027832,0.5193312168121338,1.2706490755081177
23,0.5197021961212158,0.0010000000474974513,1.16545832157135,0.4925113320350647,1.3363407850265503
24,0.5253189206123352,0.0010000000474974513,1.1445590257644653,0.5134099721908569,1.3070828914642334
25,0.5246222615242004,0.0010000000474974513,1.1534714698791504,0.4597701132297516,1.427836298942566
26,0.5234902501106262,0.0010000000474974513,1.1518126726150513,0.45802855491638184,1.4179935455322266
27,0.5301519632339478,0.0010000000474974513,1.1212090253829956,0.5154998302459717,1.2750822305679321
28,0.5274524092674255,0.0010000000474974513,1.141727328300476,0.4698711335659027,1.39596688747406
29,0.5372055768966675,0.0010000000474974513,1.1030089855194092,0.5363984704017639,1.2307298183441162
30,0.5429093837738037,0.0010000000474974513,1.0978600978851318,0.5416231155395508,1.2066352367401123
31,0.5459136962890625,0.0010000000474974513,1.0920178890228271,0.5186346173286438,1.295527458190918
32,0.5392084121704102,0.0010000000474974513,1.102668046951294,0.5127133131027222,1.2786823511123657
33,0.5413854718208313,0.0010000000474974513,1.0870059728622437,0.5092302560806274,1.3030527830123901
34,0.5446510314941406,0.0010000000474974513,1.0918900966644287,0.5545106530189514,1.2021284103393555
35,0.5518352389335632,0.0010000000474974513,1.0767658948898315,0.5409265160560608,1.2317631244659424
36,0.5561892986297607,0.0010000000474974513,1.073765754699707,0.5381399989128113,1.237897515296936
37,0.5500065088272095,0.0010000000474974513,1.0723834037780762,0.531173825263977,1.2390536069869995
38,0.554317057132721,0.0010000000474974513,1.0650339126586914,0.524904191493988,1.2700406312942505
39,0.5497452616691589,0.0010000000474974513,1.0730955600738525,0.5485893487930298,1.2155705690383911
40,0.5615448355674744,0.0010000000474974513,1.0422073602676392,0.5454545617103577,1.2349919080734253
41,0.5551007986068726,0.0010000000474974513,1.0591163635253906,0.5412748456001282,1.1869103908538818
42,0.5619366765022278,0.0010000000474974513,1.039608359336853,0.5106234550476074,1.3298085927963257
43,0.5674663782119751,0.0010000000474974513,1.0309839248657227,0.554162323474884,1.2051113843917847
44,0.5652022361755371,0.0010000000474974513,1.0436573028564453,0.539533257484436,1.2384569644927979
45,0.5665955543518066,0.0010000000474974513,1.034117341041565,0.5217694044113159,1.2578773498535156
46,0.5615883469581604,0.0010000000474974513,1.033690094947815,0.5179380178451538,1.2888535261154175
47,0.5732137560844421,0.0010000000474974513,1.0133857727050781,0.5492859482765198,1.2125426530838013
48,0.571036696434021,0.0010000000474974513,1.0198193788528442,0.5566005110740662,1.2037097215652466
49,0.5679017901420593,0.0010000000474974513,1.0184203386306763,0.5513758063316345,1.202012300491333
