epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.16556291282176971,9.999999747378752e-05,2.905245304107666,0.16080401837825775,2.0022425651550293
1,0.1677704155445099,9.999999747378752e-05,2.729287624359131,0.16080401837825775,2.014984369277954
2,0.1743929386138916,9.999999747378752e-05,2.5847713947296143,0.035175878554582596,2.0514919757843018
3,0.18763796985149384,9.999999747378752e-05,2.497593641281128,0.10552763938903809,2.061314821243286
4,0.20584988594055176,9.999999747378752e-05,2.4735734462738037,0.035175878554582596,2.1297595500946045
5,0.219094917178154,9.999999747378752e-05,2.400841236114502,0.04522613063454628,2.091662883758545
6,0.2268211990594864,9.999999747378752e-05,2.358591079711914,0.04522613063454628,2.1341118812561035
7,0.24668873846530914,9.999999747378752e-05,2.3257248401641846,0.05025125667452812,2.081615447998047
8,0.23289182782173157,9.999999747378752e-05,2.347935914993286,0.10050251334905624,2.0124075412750244
9,0.23565120995044708,2.9999999242136255e-05,2.286076545715332,0.15075376629829407,1.9469170570373535
10,0.2384105920791626,2.9999999242136255e-05,2.3000943660736084,0.16080401837825775,1.9278532266616821
11,0.24779249727725983,2.9999999242136255e-05,2.2863171100616455,0.20603014528751373,1.8742831945419312
12,0.24392935633659363,2.9999999242136255e-05,2.309715509414673,0.25628140568733215,1.8773760795593262
13,0.2461368590593338,2.9999999242136255e-05,2.2399489879608154,0.24623115360736847,1.8363680839538574
14,0.2549668848514557,2.9999999242136255e-05,2.201385736465454,0.2713567912578583,1.8186753988265991
15,0.25441500544548035,2.9999999242136255e-05,2.218385696411133,0.23115578293800354,1.81449294090271
16,0.27097129821777344,2.9999999242136255e-05,2.194404125213623,0.25628140568733215,1.812662124633789
17,0.24558499455451965,2.9999999242136255e-05,2.238983392715454,0.25628140568733215,1.7997738122940063
18,0.251655638217926,2.9999999242136255e-05,2.2668213844299316,0.2613065242767334,1.7928606271743774
19,0.2588300108909607,2.9999999242136255e-05,2.145925760269165,0.26633167266845703,1.7900594472885132
20,0.2511037588119507,2.9999999242136255e-05,2.1716604232788086,0.2763819098472595,1.807576060295105
21,0.2577262818813324,2.9999999242136255e-05,2.2045352458953857,0.3065326511859894,1.794535756111145
22,0.2676600515842438,2.9999999242136255e-05,2.218043088912964,0.3216080367565155,1.7566789388656616
23,0.25441500544548035,2.9999999242136255e-05,2.1587178707122803,0.30150753259658813,1.7572214603424072
24,0.2549668848514557,2.9999999242136255e-05,2.1761674880981445,0.3216080367565155,1.737946629524231
25,0.2626931667327881,2.9999999242136255e-05,2.135580539703369,0.3216080367565155,1.7438396215438843
26,0.28807947039604187,2.9999999242136255e-05,2.113304853439331,0.32663315534591675,1.7586992979049683
27,0.25551876425743103,2.9999999242136255e-05,2.192641496658325,0.3366834223270416,1.7322205305099487
28,0.253863126039505,2.9999999242136255e-05,2.207017183303833,0.31658291816711426,1.7523974180221558
29,0.2720750570297241,2.9999999242136255e-05,2.121105909347534,0.311557799577713,1.757166862487793
30,0.2604856491088867,2.9999999242136255e-05,2.177083969116211,0.2964824140071869,1.7597746849060059
31,0.2720750570297241,2.9999999242136255e-05,2.1216976642608643,0.286432147026062,1.7775588035583496
32,0.28256070613861084,2.9999999242136255e-05,2.0655159950256348,0.29145729541778564,1.7804265022277832
33,0.2615894079208374,2.9999999242136255e-05,2.112758159637451,0.286432147026062,1.7719662189483643
34,0.3013245165348053,2.9999999242136255e-05,2.074537754058838,0.28140702843666077,1.7886368036270142
35,0.2809050679206848,2.9999999242136255e-05,2.1096303462982178,0.3216080367565155,1.7652701139450073
