epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.2291666716337204,0.0010000000474974513,2.414646625518799,0.1336805522441864,4.371969223022461
1,0.29918980598449707,0.0010000000474974513,2.029689311981201,0.1336805522441864,11.512655258178711
2,0.3159722089767456,0.0010000000474974513,1.8733223676681519,0.1336805522441864,14.317402839660645
3,0.34375,0.0010000000474974513,1.7536827325820923,0.1336805522441864,18.951597213745117
4,0.36921295523643494,0.0010000000474974513,1.72868812084198,0.1336805522441864,22.70447540283203
5,0.38483795523643494,0.0010000000474974513,1.6612439155578613,0.1336805522441864,25.283042907714844
6,0.3802083432674408,0.0010000000474974513,1.6397161483764648,0.1336805522441864,24.128620147705078
7,0.40162035822868347,0.0010000000474974513,1.5819628238677979,0.1336805522441864,17.43342399597168
8,0.41608795523643494,0.0010000000474974513,1.5294549465179443,0.1336805522441864,11.332491874694824
9,0.4444444477558136,0.0010000000474974513,1.4936959743499756,0.1336805522441864,10.258204460144043
10,0.43981480598449707,0.0010000000474974513,1.4861383438110352,0.1458333283662796,6.680970191955566
11,0.45949074625968933,0.0005000000237487257,1.3977508544921875,0.1805555522441864,5.031221389770508
12,0.49537035822868347,0.0005000000237487257,1.3405213356018066,0.2083333283662796,3.6369333267211914
13,0.4982638955116272,0.0005000000237487257,1.3110151290893555,0.3020833432674408,2.5730783939361572
14,0.5,0.0005000000237487257,1.300250768661499,0.2552083432674408,2.759516954421997
15,0.5190972089767456,0.0005000000237487257,1.2442123889923096,0.3142361044883728,2.4856977462768555
16,0.5271990895271301,0.0005000000237487257,1.2382193803787231,0.3871527910232544,1.969552993774414
17,0.5625,0.0005000000237487257,1.1460964679718018,0.4201388955116272,1.7968240976333618
18,0.5555555820465088,0.0005000000237487257,1.1596009731292725,0.3923611044883728,2.1120975017547607
19,0.5723379850387573,0.0005000000237487257,1.1331980228424072,0.4513888955116272,1.9657524824142456
20,0.5908564925193787,0.0005000000237487257,1.0762975215911865,0.3385416567325592,2.8139543533325195
21,0.609375,0.0005000000237487257,1.042175054550171,0.3177083432674408,2.5124926567077637
22,0.6099537014961243,0.0005000000237487257,1.0339288711547852,0.4253472089767456,2.019120693206787
23,0.6400462985038757,0.0005000000237487257,0.9392445683479309,0.2482638955116272,4.175191879272461
24,0.6244212985038757,0.0005000000237487257,0.9677116274833679,0.4861111044883728,1.731636643409729
25,0.6365740895271301,0.0005000000237487257,0.9611572623252869,0.3420138955116272,2.4718096256256104
26,0.6452546119689941,0.0005000000237487257,0.9048743844032288,0.4548611044883728,1.99093496799469
27,0.6579861044883728,0.0005000000237487257,0.8863354921340942,0.3680555522441864,2.5586137771606445
28,0.6724537014961243,0.0005000000237487257,0.8620858788490295,0.5069444179534912,1.5871776342391968
29,0.7141203880310059,0.0005000000237487257,0.7990188598632812,0.4496527910232544,1.9082387685775757
30,0.7210648059844971,0.0005000000237487257,0.7716856598854065,0.578125,1.1572468280792236
31,0.7401620149612427,0.0005000000237487257,0.7314930558204651,0.5399305820465088,1.5203856229782104
32,0.7337962985038757,0.0005000000237487257,0.7323176860809326,0.3940972089767456,2.40820050239563
33,0.7482638955116272,0.0005000000237487257,0.693763017654419,0.5729166865348816,1.5151346921920776
34,0.7604166865348816,0.0005000000237487257,0.6482338905334473,0.4201388955116272,2.1898746490478516
35,0.7604166865348816,0.0005000000237487257,0.6580893993377686,0.5763888955116272,1.4234756231307983
36,0.7754629850387573,0.0005000000237487257,0.626616895198822,0.578125,1.276755928993225
37,0.7731481194496155,0.0005000000237487257,0.6276276111602783,0.5729166865348816,1.304842472076416
38,0.8078703880310059,0.0005000000237487257,0.5436566472053528,0.6180555820465088,1.0950554609298706
39,0.8234953880310059,0.0005000000237487257,0.5204480290412903,0.4618055522441864,1.9550938606262207
40,0.7997685074806213,0.0005000000237487257,0.5463030934333801,0.7239583134651184,0.7614070177078247
41,0.8032407164573669,0.0005000000237487257,0.5183484554290771,0.4461805522441864,2.2506229877471924
42,0.8043981194496155,0.0005000000237487257,0.5249899625778198,0.7829861044883728,0.5957261323928833
43,0.8292824029922485,0.0005000000237487257,0.47848182916641235,0.5850694179534912,1.3719104528427124
44,0.8287037014961243,0.0005000000237487257,0.46781012415885925,0.5086805820465088,1.7244406938552856
45,0.8478009104728699,0.0005000000237487257,0.43219974637031555,0.7534722089767456,0.7042999267578125
46,0.859375,0.0005000000237487257,0.39458486437797546,0.7326388955116272,0.8214703798294067
47,0.8512731194496155,0.0005000000237487257,0.40960848331451416,0.5399305820465088,1.7420883178710938
48,0.8645833134651184,0.0005000000237487257,0.3662864565849304,0.7118055820465088,0.8707492351531982
49,0.8640046119689941,0.0005000000237487257,0.37504133582115173,0.6597222089767456,1.0871798992156982
50,0.8923611044883728,0.0005000000237487257,0.3081519305706024,0.7795138955116272,0.6896032691001892
51,0.8854166865348816,0.0005000000237487257,0.3253009021282196,0.7899305820465088,0.6553215980529785
52,0.8784722089767456,0.0005000000237487257,0.32210391759872437,0.5364583134651184,1.9283976554870605
53,0.9045138955116272,0.0002500000118743628,0.28713056445121765,0.8020833134651184,0.5599859952926636
54,0.8998842835426331,0.0002500000118743628,0.25382134318351746,0.8402777910232544,0.408359169960022
55,0.9201388955116272,0.0002500000118743628,0.23640461266040802,0.8454861044883728,0.5138709545135498
56,0.9224537014961243,0.0002500000118743628,0.22899457812309265,0.8645833134651184,0.4418942332267761
57,0.9230324029922485,0.0002500000118743628,0.23084411025047302,0.7690972089767456,0.7867516279220581
58,0.9259259104728699,0.0002500000118743628,0.22252142429351807,0.8854166865348816,0.36612796783447266
59,0.9317129850387573,0.0002500000118743628,0.19595521688461304,0.8368055820465088,0.5010184049606323
60,0.9241898059844971,0.0002500000118743628,0.23130518198013306,0.9027777910232544,0.30115726590156555
61,0.9322916865348816,0.0002500000118743628,0.20505037903785706,0.7447916865348816,0.8851960897445679
62,0.9421296119689941,0.0002500000118743628,0.17673799395561218,0.8940972089767456,0.3051900267601013
63,0.9444444179534912,0.0002500000118743628,0.19043868780136108,0.8524305820465088,0.4722258150577545
64,0.9392361044883728,0.0002500000118743628,0.1783912479877472,0.8628472089767456,0.40713441371917725
65,0.9444444179534912,0.0002500000118743628,0.17808549106121063,0.8229166865348816,0.5913215279579163
66,0.9450231194496155,0.0002500000118743628,0.17406421899795532,0.9444444179534912,0.2131366729736328
67,0.9369212985038757,0.0002500000118743628,0.1771821230649948,0.9027777910232544,0.3001587688922882
68,0.9398148059844971,0.0002500000118743628,0.16675183176994324,0.8940972089767456,0.2897465229034424
69,0.9427083134651184,0.0002500000118743628,0.15751659870147705,0.8732638955116272,0.3237239122390747
70,0.9363425970077515,0.0002500000118743628,0.184007927775383,0.8576388955116272,0.4450252950191498
71,0.9415509104728699,0.0002500000118743628,0.17117688059806824,0.8993055820465088,0.27300551533699036
