epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.1607142835855484,9.911444794852287e-05,2.7802581787109375,0.16080401837825775,1.9850212335586548
1,0.1635044664144516,3.160060805385001e-05,2.673875570297241,0.035175878554582596,2.013763904571533
2,0.1774553507566452,9.801488340599462e-05,2.5958750247955322,0.035175878554582596,2.023547887802124
3,0.1707589328289032,6.986040534684435e-05,2.5810303688049316,0.16080401837825775,1.9925953149795532
4,0.19921875,2.73077475867467e-05,2.5036091804504395,0.16080401837825775,1.9632759094238281
5,0.1841517835855484,1.214042413266725e-06,2.4998857975006104,0.1909547746181488,1.9548078775405884
6,0.1897321492433548,9.73045316641219e-05,2.560002565383911,0.2010050266981125,1.9474973678588867
7,0.2036830335855484,8.590771903982386e-05,2.417438268661499,0.17085427045822144,1.9547926187515259
8,0.2025669664144516,6.767697050236166e-05,2.4197118282318115,0.24623115360736847,1.9456963539123535
9,0.2081473171710968,4.608243762049824e-05,2.4190008640289307,0.23618090152740479,1.9084745645523071
10,0.2081473171710968,2.523454350011889e-05,2.34672212600708,0.26633167266845703,1.874618649482727
11,0.2271205335855484,9.101609066419769e-06,2.349973201751709,0.2613065242767334,1.868298888206482
12,0.2025669664144516,7.544560389760591e-07,2.370882511138916,0.25628140568733215,1.8636316061019897
13,0.2142857164144516,9.95550217339769e-05,2.373077630996704,0.2763819098472595,1.857206106185913
14,0.21484375,9.690987644717097e-05,2.2808279991149902,0.311557799577713,1.8228150606155396
15,0.2165178507566452,9.200547356158495e-05,2.253889799118042,0.3316583037376404,1.7773497104644775
16,0.2494419664144516,8.507805614499375e-05,2.214806318283081,0.36180904507637024,1.7676270008087158
17,0.2455357164144516,7.646129961358383e-05,2.1929194927215576,0.2713567912578583,1.7799512147903442
18,0.2405133992433548,6.657022458966821e-05,2.2151901721954346,0.2763819098472595,1.7557228803634644
19,0.2360491007566452,5.588127896771766e-05,2.1855719089508057,0.3316583037376404,1.7683069705963135
20,0.2606026828289032,4.490928040468134e-05,2.153007984161377,0.356783926486969,1.7340389490127563
21,0.2505580484867096,3.418273263378069e-05,2.131086826324463,0.3819095492362976,1.7039284706115723
22,0.2728794515132904,2.4218275939347222e-05,2.1344997882843018,0.3366834223270416,1.726476788520813
23,0.26171875,1.5495888874283992e-05,2.1210384368896484,0.34170854091644287,1.7032718658447266
24,0.2622767984867096,8.435674317297526e-06,2.145015001296997,0.36180904507637024,1.717775583267212
25,0.2650669515132904,3.377710299901082e-06,2.1051485538482666,0.36180904507637024,1.7239326238632202
26,0.2661830484867096,5.656206099047267e-07,2.1127769947052,0.36180904507637024,1.7227504253387451
27,0.2633928656578064,9.996878361562267e-05,2.0971779823303223,0.311557799577713,1.7254878282546997
28,0.2622767984867096,9.947318903869018e-05,2.117081880569458,0.3467336595058441,1.699997067451477
